# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 21 11:56:20 2022
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.098889060,2.1810000e-06,-2.1810000e-06,176.6237310,2.160000e-04,-2.160000e-04,0.0180,0.1540,-0.0180,4.20241,0.00982,-0.00982,6.9111e+03,1.800e+01,-1.800e+01,8.95,2.940e+00,-9.800e-01,986.0,,,223.19,216.44,-69.72,435.90,1,q1_q17_dr25_tce,6214.00,174.00,-217.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,282.699520,43.272739,15.261
7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.006530120,2.0010000e-05,-2.0010000e-05,176.9689800,1.520000e-03,-1.520000e-03,0.8620,0.0280,-0.5860,5.34400,0.11400,-0.11400,9.3610e+02,1.470e+01,-1.470e+01,3.52,1.110e+00,-3.800e-01,876.0,,,139.21,132.68,-43.02,71.90,1,q1_q17_dr25_tce,6063.00,181.00,-217.00,4.470,0.052,-0.208,1.0010,0.3180,-0.1060,283.630770,43.379398,15.063
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.6350,0,0,0,0,17.855221681,3.6760000e-06,-3.6760000e-06,146.5964660,1.630000e-04,-1.630000e-04,0.0750,0.1060,-0.0430,7.41287,0.00581,-0.00581,9.0652e+03,1.120e+01,-1.120e+01,13.16,2.570e+00,-6.500e-01,911.0,,,163.04,78.35,-23.38,915.70,1,q1_q17_dr25_tce,6823.00,61.00,-92.00,4.308,0.024,-0.128,1.3670,0.2670,-0.0670,297.453740,41.010990,11.353
8013419,K00901.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.732624065,4.3970000e-06,-4.3970000e-06,176.9390540,2.730000e-04,-2.730000e-04,0.8110,0.0200,-0.0330,2.20830,0.04320,-0.04320,6.4657e+03,4.100e+01,-4.100e+01,4.87,9.700e-01,-9.600e-01,432.0,,,8.22,11.81,-4.37,210.50,1,q1_q17_dr25_tce,3950.00,560.00,-301.00,4.721,0.104,-0.085,0.5410,0.1070,-0.1070,285.167480,43.876339,15.750
8018547,K00902.01,,CANDIDATE,CANDIDATE,0.9660,0,0,0,0,83.924940320,7.9990000e-05,-7.9990000e-05,236.7633400,7.180000e-04,-7.180000e-04,0.6580,0.0310,-0.0520,6.79040,0.07480,-0.07480,7.9587e+03,5.480e+01,-5.480e+01,4.78,3.400e-01,-4.700e-01,226.0,,,0.62,0.18,-0.18,182.10,1,q1_q17_dr25_tce,3960.00,118.00,-130.00,4.746,0.045,-0.040,0.5090,0.0360,-0.0500,287.852390,43.897991,15.754
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.007316661,1.3890000e-06,-1.3890000e-06,173.4339970,2.190000e-04,-2.190000e-04,0.3440,0.0760,-0.1810,4.23620,0.02480,-0.02480,6.9323e+03,1.970e+01,-1.970e+01,6.96,1.750e+00,-6.200e-01,998.0,,,234.28,170.60,-64.02,431.40,1,q1_q17_dr25_tce,5865.00,146.00,-190.00,4.563,0.042,-0.168,0.8270,0.2080,-0.0740,295.536130,43.884449,15.813
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.211116989,2.6910000e-06,-2.6910000e-06,170.1501390,9.690000e-04,-9.690000e-04,0.6900,0.0090,-0.5090,1.64850,0.02970,-0.02970,7.2420e+02,1.890e+01,-1.890e+01,1.85,1.300e-01,-5.000e-02,931.0,,,177.19,40.98,-23.72,42.60,1,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,27.954133700,1.7270000e-04,-1.7270000e-04,178.7379100,3.970000e-03,-3.970000e-03,0.0630,0.4020,-0.0630,3.95000,0.13800,-0.13800,9.4250e+02,3.960e+01,-3.960e+01,1.90,1.300e-01,-6.000e-02,400.0,,,6.04,1.39,-0.81,25.40,3,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,0.4150,0,0,0,0,12.691043870,2.2980000e-05,-2.2980000e-05,137.1259400,1.490000e-03,-1.490000e-03,0.0080,0.3890,-0.0070,3.77270,0.04520,-0.04520,2.5210e+02,4.600e+00,-4.600e+00,2.57,4.000e-01,-6.500e-01,1008.0,,,244.30,109.11,-118.87,60.20,1,q1_q17_dr25_tce,5869.00,117.00,-117.00,4.024,0.210,-0.105,1.6260,0.2540,-0.4130,292.929140,48.602810,12.935
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.239470960,1.5750000e-05,-1.5750000e-05,175.5699070,7.710000e-04,-7.710000e-04,0.0430,0.3430,-0.0430,4.03740,0.03450,-0.03450,2.5907e+03,2.250e+01,-2.250e+01,4.14,3.800e-01,-1.500e-01,598.0,,,30.14,8.83,-4.28,123.80,1,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.308201629,7.0310000e-06,-7.0310000e-06,174.0476610,8.830000e-04,-8.830000e-04,0.0300,0.3830,-0.0300,2.97850,0.03230,-0.03230,1.3285e+03,1.730e+01,-1.730e+01,2.96,2.800e-01,-1.000e-01,819.0,,,106.44,31.16,-15.12,86.20,2,q1_q17_dr25_tce,5191.00,103.00,-103.00,4.564,0.016,-0.088,0.8370,0.0780,-0.0300,293.061400,43.581360,15.258
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.052349884,1.3700000e-07,-1.3700000e-07,169.8906220,5.250000e-05,-5.250000e-05,0.4370,0.0300,-0.0540,2.07780,0.01090,-0.01090,1.4281e+04,1.790e+01,-1.790e+01,13.12,2.010e+00,-1.180e+00,1497.0,,,1183.18,468.35,-260.60,1072.10,1,q1_q17_dr25_tce,5855.00,70.00,-88.00,4.393,0.076,-0.123,1.0800,0.1660,-0.0970,299.561890,43.503559,15.257
7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.770448600,1.4550000e-05,-1.4550000e-05,175.7137200,1.180000e-03,-1.180000e-03,0.0900,0.3180,-0.0900,2.45170,0.04430,-0.04430,1.8978e+03,3.660e+01,-3.660e+01,2.23,1.400e-01,-2.000e-01,460.0,,,10.59,2.35,-2.58,58.00,1,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.169804269,9.0360000e-06,-9.0360000e-06,172.6315300,1.340000e-03,-1.340000e-03,0.3510,0.0670,-0.3510,2.15300,0.04930,-0.04930,1.0374e+03,2.770e+01,-2.770e+01,1.66,1.100e-01,-1.500e-01,569.0,,,24.75,5.51,-6.02,41.40,2,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.222611950,2.9080000e-05,-2.9080000e-05,137.5740300,1.130000e-03,-1.130000e-03,0.0200,0.3780,-0.0200,6.50930,0.04200,-0.04200,3.6600e+02,3.500e+00,-3.500e+00,2.48,1.100e-01,-1.100e-01,771.0,,,83.56,12.04,-10.86,114.90,2,q1_q17_dr25_tce,5945.00,71.00,-71.00,4.213,0.033,-0.027,1.3020,0.0580,-0.0580,290.392730,40.284870,12.365
7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.090170370,6.6300000e-05,-6.6300000e-05,147.9778800,2.750000e-03,-2.750000e-03,0.8860,0.0140,-0.6380,4.15400,0.15400,-0.15400,1.4321e+03,4.140e+01,-4.140e+01,2.25,1.400e-01,-2.100e-01,362.0,,,4.05,0.91,-0.98,36.90,3,q1_q17_dr25_tce,3906.00,78.00,-86.00,4.730,0.052,-0.024,0.5090,0.0320,-0.0460,282.232510,43.665630,15.777
7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,7.113732570,1.2750000e-05,-1.2750000e-05,174.3235100,1.430000e-03,-1.430000e-03,0.3340,0.1170,-0.3340,2.17640,0.04960,-0.04960,8.0760e+02,2.050e+01,-2.050e+01,1.16,1.300e-01,-1.700e-01,429.0,,,8.01,2.66,-2.73,44.40,1,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.306551643,6.4000000e-06,-6.4000000e-06,134.3721100,1.590000e-03,-1.590000e-03,0.0010,0.4300,-0.0010,1.81770,0.04850,-0.04850,5.0920e+02,1.560e+01,-1.560e+01,0.91,1.000e-01,-1.300e-01,554.0,,,22.19,7.37,-7.57,37.80,2,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,15.368457370,4.0670000e-05,-4.0670000e-05,147.3896500,2.290000e-03,-2.290000e-03,0.1150,0.3200,-0.1150,2.47140,0.06900,-0.06900,7.5610e+02,2.640e+01,-2.640e+01,1.11,1.200e-01,-1.600e-01,332.0,,,2.86,0.95,-0.98,30.90,3,q1_q17_dr25_tce,3561.00,71.00,-89.00,4.855,0.055,-0.055,0.4110,0.0450,-0.0600,296.985050,43.658520,15.234
7938496,K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.810203180,2.9680000e-05,-2.9680000e-05,172.3353300,1.750000e-03,-1.750000e-03,0.7910,0.0330,-0.5430,3.04800,0.06350,-0.06350,1.3097e+03,3.150e+01,-3.150e+01,4.56,1.330e+00,-8.800e-01,833.0,,,113.75,99.51,-49.06,46.20,1,q1_q17_dr25_tce,5942.00,176.00,-193.00,4.327,0.136,-0.187,1.1420,0.3330,-0.2220,281.960630,43.703110,15.425
8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.093578461,8.9550000e-06,-8.9550000e-06,171.0095400,1.760000e-03,-1.760000e-03,0.9300,0.0040,-0.6670,2.58330,0.06300,-0.06300,5.3860e+02,1.700e+01,-1.700e+01,2.85,8.000e-01,-3.400e-01,1182.0,,,461.07,378.55,-152.43,36.40,1,q1_q17_dr25_tce,6077.00,162.00,-217.00,4.471,0.060,-0.180,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,105.145959000,1.9970000e-03,-1.9970000e-03,178.3670000,1.120000e-02,-1.120000e-02,0.9640,0.0090,-0.6790,8.59300,0.44600,-0.44600,6.8540e+02,4.560e+01,-4.560e+01,3.43,9.600e-01,-4.200e-01,401.0,,,6.09,5.01,-2.01,15.40,2,q1_q17_dr25_tce,6077.00,162.00,-217.00,4.471,0.060,-0.180,0.9990,0.2800,-0.1200,290.263280,44.556450,15.399
8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.848451800,1.6310000e-05,-1.6310000e-05,171.8058400,1.220000e-03,-1.220000e-03,0.2100,0.2170,-0.2100,2.99930,0.04310,-0.04310,1.6756e+03,2.880e+01,-2.880e+01,2.34,4.400e-01,-4.300e-01,499.0,,,14.66,22.69,-8.24,64.50,1,q1_q17_dr25_tce,4201.00,676.00,-416.00,4.682,0.088,-0.072,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.668332410,3.4490000e-05,-3.4490000e-05,137.4398800,4.050000e-03,-4.050000e-03,0.6440,0.3060,-0.4450,1.91500,0.13200,-0.13200,3.6230e+02,3.010e+01,-3.010e+01,1.18,2.100e-01,-2.200e-01,587.0,,,28.06,43.45,-15.76,14.20,2,q1_q17_dr25_tce,4201.00,676.00,-416.00,4.682,0.088,-0.072,0.5910,0.1090,-0.1090,295.579350,44.545959,15.058
8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,4.082274889,2.4700000e-07,-2.4700000e-07,169.6375652,4.870000e-05,-4.870000e-05,0.0930,0.0140,-0.0760,3.23015,0.00288,-0.00288,1.7859e+04,1.250e+01,-1.250e+01,10.55,2.400e+00,-8.700e-01,1016.0,,,251.48,170.17,-61.38,1669.10,1,q1_q17_dr25_tce,5655.00,152.00,-152.00,4.581,0.038,-0.152,0.7940,0.1810,-0.0650,284.830470,44.658138,15.198
8552202,K00914.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.886655224,7.8220000e-06,-7.8220000e-06,169.7381400,1.550000e-03,-1.550000e-03,0.6490,0.0530,-0.4760,3.16460,0.06040,-0.06040,5.8160e+02,1.390e+01,-1.390e+01,1.87,3.600e-01,-1.500e-01,1010.0,,,246.29,141.54,-59.99,48.10,1,q1_q17_dr25_tce,5662.00,153.00,-153.00,4.610,0.032,-0.120,0.7380,0.1400,-0.0600,288.726650,44.607510,15.371
8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,42.140608900,3.1430000e-04,-3.1430000e-04,139.0604000,4.850000e-03,-4.850000e-03,0.0450,0.3930,-0.0450,5.08300,0.15500,-0.15500,8.9550e+02,4.360e+01,-4.360e+01,1.85,1.300e-01,-5.000e-02,349.0,,,3.49,0.81,-0.47,21.60,5,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.617490562,9.4500000e-06,-9.4500000e-06,135.0490900,1.700000e-03,-1.700000e-03,0.6490,0.2300,-0.4130,2.26180,0.04770,-0.04770,5.7580e+02,2.180e+01,-2.180e+01,1.62,1.100e-01,-5.000e-02,728.0,,,66.47,15.38,-8.90,28.10,2,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,10.198492550,3.2500000e-05,-3.2500000e-05,137.9206700,2.680000e-03,-2.680000e-03,0.7140,0.2040,-0.4730,2.42830,0.07050,-0.07050,6.3410e+02,3.130e+01,-3.130e+01,1.75,1.100e-01,-6.000e-02,559.0,,,23.11,5.35,-3.09,21.40,4,q1_q17_dr25_tce,4500.00,90.00,-90.00,4.656,0.013,-0.043,0.6460,0.0430,-0.0200,285.168330,44.026459,15.791
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.156815520,1.2010000e-05,-1.2010000e-05,174.1351100,1.330000e-03,-1.330000e-03,0.4500,0.4110,-0.2550,2.58820,0.04630,-0.04630,8.6700e+02,1.980e+01,-1.980e+01,2.47,1.000e-01,-2.000e-01,782.0,,,88.23,13.54,-17.72,47.70,1,q1_q17_dr25_tce,5029.00,83.00,-75.00,4.494,0.077,-0.027,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.648308510,5.4990000e-05,-5.4990000e-05,133.5453300,2.520000e-03,-2.520000e-03,0.6530,0.2650,-0.4440,2.08730,0.07520,-0.07520,7.6330e+02,3.570e+01,-3.570e+01,2.43,1.000e-01,-1.900e-01,579.0,,,26.49,4.06,-5.32,23.80,2,q1_q17_dr25_tce,5029.00,83.00,-75.00,4.494,0.077,-0.027,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.9570,0,0,0,0,4.148107190,3.0530000e-05,-3.0530000e-05,133.3881000,5.580000e-03,-5.580000e-03,0.0930,0.3650,-0.0930,2.53500,0.18300,-0.18300,1.7520e+02,1.530e+01,-1.530e+01,1.08,4.000e-02,-9.000e-02,938.0,,,182.76,28.04,-36.70,12.90,3,q1_q17_dr25_tce,5029.00,83.00,-75.00,4.494,0.077,-0.027,0.8380,0.0330,-0.0660,289.594760,44.141949,15.460
8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.514109890,3.3870000e-05,-3.3870000e-05,176.1168600,1.650000e-03,-1.650000e-03,0.3950,0.0080,-0.3950,4.15750,0.05390,-0.05390,9.7350e+02,1.850e+01,-1.850e+01,2.72,2.700e-01,-2.400e-01,655.0,,,43.57,13.80,-9.97,55.90,1,q1_q17_dr25_tce,5527.00,111.00,-111.00,4.488,0.075,-0.075,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.132929800,1.0130000e-04,-1.0130000e-04,190.3833600,2.820000e-03,-2.820000e-03,0.8390,0.0000,-0.5940,5.17200,0.11300,-0.11300,1.0158e+03,2.400e+01,-2.400e+01,3.14,3.200e-01,-2.700e-01,536.0,,,19.55,6.19,-4.47,44.80,2,q1_q17_dr25_tce,5527.00,111.00,-111.00,4.488,0.075,-0.075,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.790908090,2.2820000e-05,-2.2820000e-05,136.3110600,3.920000e-03,-3.920000e-03,0.1100,0.3420,-0.1100,2.60300,0.11000,-0.11000,2.5130e+02,1.320e+01,-1.320e+01,1.36,1.400e-01,-1.200e-01,990.0,,,227.24,71.98,-51.99,21.20,4,q1_q17_dr25_tce,5527.00,111.00,-111.00,4.488,0.075,-0.075,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,31.719810130,6.3100000e-05,-6.3100000e-05,142.8208300,1.640000e-03,-1.640000e-03,0.1250,0.2850,-0.1250,4.81900,0.04980,-0.04980,3.6340e+02,6.100e+00,-6.100e+00,3.09,4.900e-01,-7.800e-01,743.0,,,71.97,32.15,-35.02,63.10,2,q1_q17_dr25_tce,5869.00,117.00,-117.00,4.024,0.210,-0.105,1.6260,0.2540,-0.4130,292.929140,48.602810,12.935
8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,99.641596200,6.6370000e-04,-6.6370000e-04,198.6866400,5.080000e-03,-5.080000e-03,0.0280,0.4180,-0.0280,4.44800,0.14000,-0.14000,9.5250e+02,4.410e+01,-4.410e+01,2.64,2.700e-01,-2.300e-01,360.0,,,3.97,1.25,-0.91,22.70,3,q1_q17_dr25_tce,5527.00,111.00,-111.00,4.488,0.075,-0.075,0.8660,0.0890,-0.0740,296.566220,44.105862,15.223
8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.708326451,7.3000000e-07,-7.3000000e-07,171.4465070,1.210000e-04,-1.210000e-04,0.0610,0.0630,-0.0610,3.16114,0.00526,-0.00526,7.9127e+03,1.440e+01,-1.440e+01,10.60,2.850e+00,-2.560e+00,1162.0,,,431.02,349.26,-211.73,633.40,1,q1_q17_dr25_tce,5560.00,166.00,-166.00,4.246,0.252,-0.189,1.2100,0.3250,-0.2930,298.635650,44.170940,15.113
8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.392026903,6.6640000e-06,-6.6640000e-06,171.7270700,9.630000e-04,-9.630000e-04,0.3140,0.0720,-0.3140,2.98040,0.03520,-0.03520,1.1514e+03,1.720e+01,-1.720e+01,2.68,3.600e-01,-1.900e-01,850.0,,,123.33,54.53,-29.06,77.40,1,q1_q17_dr25_tce,5198.00,155.00,-155.00,4.589,0.024,-0.102,0.8010,0.1060,-0.0570,284.430510,44.480530,15.651
9140402,K00928.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.494170338,1.2640000e-06,-1.2640000e-06,170.8528480,4.260000e-04,-4.260000e-04,0.0950,0.2390,-0.0950,1.12210,0.01750,-0.01750,8.6370e+02,1.390e+01,-1.390e+01,2.42,2.400e-01,-1.200e-01,1194.0,,,480.19,142.04,-79.60,69.20,1,q1_q17_dr25_tce,5569.00,99.00,-110.00,4.566,0.020,-0.080,0.8290,0.0820,-0.0410,284.759430,45.599129,15.251
9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.491682808,1.6850000e-06,-1.6850000e-06,174.6335530,2.160000e-04,-2.160000e-04,0.5350,0.0340,-0.0530,4.30100,0.02720,-0.02720,7.1633e+03,1.720e+01,-1.720e+01,9.66,3.270e+00,-1.310e+00,1062.0,,,301.54,310.33,-112.73,502.30,1,q1_q17_dr25_tce,6123.00,193.00,-265.00,4.413,0.072,-0.217,1.1070,0.3750,-0.1500,285.554810,45.578861,15.649
9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.855603916,3.6800000e-07,-3.6800000e-07,170.6787843,7.480000e-05,-7.480000e-05,0.3480,0.0270,-0.0390,3.21790,0.01010,-0.01010,1.6653e+04,1.820e+01,-1.820e+01,13.61,3.800e+00,-1.350e+00,1212.0,,,508.65,435.35,-163.96,1173.90,1,q1_q17_dr25_tce,6033.00,193.00,-265.00,4.460,0.048,-0.192,1.0460,0.2920,-0.1040,296.393160,45.568562,15.272
8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.314947362,1.7050000e-06,-1.7050000e-06,171.3130580,4.180000e-04,-4.180000e-04,0.7990,0.0580,-0.5400,1.80070,0.02840,-0.02840,1.3982e+03,1.360e+01,-1.360e+01,3.94,1.110e+00,-3.700e-01,1155.0,,,421.03,347.73,-114.75,123.50,1,q1_q17_dr25_tce,5609.00,150.00,-166.00,4.481,0.062,-0.188,0.9440,0.2660,-0.0890,293.454830,44.792789,15.142
8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,39.643155200,1.0410000e-05,-1.0410000e-05,206.5967980,2.020000e-04,-2.020000e-04,0.0620,0.1030,-0.0420,6.52920,0.00694,-0.00694,1.5664e+04,2.440e+01,-2.440e+01,10.98,7.200e-01,-9.900e-01,472.0,,,11.74,2.46,-2.55,690.30,1,q1_q17_dr25_tce,5231.00,83.00,-73.00,4.455,0.091,-0.049,0.9000,0.0590,-0.0810,283.977510,44.811562,15.011
8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.804516110,4.7330000e-05,-4.7330000e-05,190.4973700,1.710000e-03,-1.710000e-03,0.7510,0.1660,-0.5000,3.40970,0.07140,-0.07140,1.1449e+03,2.640e+01,-2.640e+01,2.60,4.700e-01,-1.900e-01,543.0,,,20.48,11.55,-4.65,49.90,1,q1_q17_dr25_tce,5481.00,163.00,-146.00,4.629,0.028,-0.112,0.7080,0.1270,-0.0510,291.717320,44.887310,15.067
